VARIABLE1_LABEL,VARIABLE2_LABEL,EFFECT,EFFECT_L95,EFFECT_U95,N,P,P_ADJ,Drug1,Drug2,Drug1_N,Drug1_LCI95,Drug1_UCI95,Drug1_OR,Drug1_P,Drug1_PFDR,Drug2_N,Drug2_LCI95,Drug2_UCI95,Drug2_OR,Drug2_P,Drug2_PFDR,Interaction_Event_N,Name,Type,Magnitude
A05AA02,A01AB09,0.880782296,4.19E-62,1.85E+61,3,0.999,1,A07EB01,A10BA02,36,4.45E-20,1.12918E+16,0.022416375,0.855,0.914947526,1658920,1.086272603,1.186653762,1.135354337,1.80E-08,4.03E-08,0,cromoglicic acid / metformin,-+ -,NORMAL
A02BB01,A03CA02,0.00661655,4.58E-35,9.55E+29,10,0.8943,1,A09AA02,A07EA06,8400,1.085753678,2.813124085,1.747672688,0.0215,0.060710481,4506,1.031582293,3.569127979,1.918814536,0.0396,0.056786965,0,"multienzymes (lipase, protease etc.) / budesonide",++ -,NORMAL
A03FA02,A06AC01,0.004919894,2.66E-21,9.09417E+15,31,0.8044,1,A09AA02,A10AB06,8400,1.08867994,2.820712905,1.752385105,0.0209,0.059623326,5063,1.550395256,4.273602452,2.574057685,0.000257,0.000440595,0,"multienzymes (lipase, protease etc.) / insulin glulisine",++ -,NORMAL
A10BA02,A02BD07,1.04175743,0.135464519,8.011385968,366,0.9686,1,A09AA02,A10AB04,8400,1.052009992,2.806636825,1.718316032,0.0306,0.081998025,37011,1.013727651,1.713372941,1.317912564,0.0392,0.056255714,1,"multienzymes (lipase, protease etc.) / insulin lispro",++ +,NORMAL
A10AB04,A02BC04,0.003718633,1.88E-21,7.33788E+15,84,0.7946,1,A09AA02,A05AA02,8400,1.095409206,2.838166581,1.763222561,0.0195,0.056579202,15318,0.819274893,1.891520433,1.24485951,0.3048,0.361818726,0,"multienzymes (lipase, protease etc.) / ursodeoxycholic acid",++ -,NORMAL
A10AB04,A05AA02,0.006236396,3.89E-31,1.00E+26,13,0.8782,1,A09AA02,A02BA03,8400,1.086567809,2.815235129,1.748983667,0.02135,0.060478087,11889,1.404203454,2.949310625,2.0350509,0.000175,0.000301965,0,"multienzymes (lipase, protease etc.) / famotidine",++ -,NORMAL
A07EA06,A02BC05,0.005778456,9.99E-24,3.342E+18,24,0.8327,1,A09AA02,A04AA02,8400,1.087478181,2.817596535,1.750449872,0.0212,0.060156155,1991,0.911870249,5.276174132,2.193441638,0.0794,0.108341611,0,"multienzymes (lipase, protease etc.) / granisetron",++ -,NORMAL
A10BD03,A01AB09,0.002555154,4.95E-62,1.32E+56,3,0.931,1,A09AA02,A07AA09,8400,1.084955069,2.811052626,1.746386497,0.0217,0.061073639,1570,2.582293235,9.576691083,4.972909068,1.61E-06,3.13E-06,0,"multienzymes (lipase, protease etc.) / vancomycin",++ -,NORMAL
A05AA02,A02BD03,0.012440338,3.79E-44,4.08E+39,6,0.9283,1,A09AA02,A02BA04,8400,1.085037862,2.811268501,1.746520187,0.0217,0.061073639,16040,0.650989046,1.601422934,1.021033197,0.9278,0.942243895,0,"multienzymes (lipase, protease etc.) / nizatidine",++ -,NORMAL
A07AA11,A02BC05,0.014032081,5.27E-28,3.73E+23,16,0.8864,1,A09AA02,A03FA02,8400,1.086264047,2.81444841,1.748494815,0.0214,0.060528002,10497,0.500504516,1.633256543,0.904130674,0.7384,0.77824267,0,"multienzymes (lipase, protease etc.) / cisapride",-+ -,NORMAL
A10BD03,A07AA02,0.015909434,3.31E-24,7.65524E+19,22,0.8709,1,A09AA02,A10BD03,8400,1.086797372,2.815832765,1.749354066,0.0213,0.060351694,28120,0.542388136,1.170749239,0.796869185,0.2473,0.302846572,0,"multienzymes (lipase, protease etc.) / metformin and rosiglitazone",-+ -,NORMAL
A02BA03,A03CA02,0.001460931,1.74E-25,1.22341E+19,159,0.7999,1,A09AA02,A10AB01,8400,1.105601393,2.864601332,1.779636823,0.0176,0.052285156,49415,0.90707508,1.47103199,1.155134824,0.2423,0.298636385,0,"multienzymes (lipase, protease etc.) / insulin (human)",++ -,NORMAL
A10BB01,A02BA02,2.363776502,0.534398282,10.45557132,225,0.257,1,A09AA02,A10AD05,8400,0.958027922,2.639235362,1.590113571,0.0728,0.173101917,100627,1.816845177,2.34486218,2.06403768,8.54E-29,3.37E-28,2,"multienzymes (lipase, protease etc.) / insulin aspart",++ +,LARGE_INCREASE
A06AD12,A10AD05,0.004112682,1.40E-24,1.21E+19,61,0.8276,1,A09AA02,A10AD01,8400,1.092532743,2.830707931,1.758590658,0.0201,0.057902363,51230,0.887926243,1.43477573,1.128705021,0.3227,0.377540822,0,"multienzymes (lipase, protease etc.) / insulin (human)",++ -,NORMAL
A01AB04,A02BC04,0.971690379,0.127647454,7.396796115,241,0.978,1,A09AA02,A10AE05,8400,1.039415098,2.772997992,1.6977326,0.0345,0.091304748,70496,1.882039203,2.530590947,2.182354547,5.08E-25,1.84E-24,1,"multienzymes (lipase, protease etc.) / insulin detemir",++ -,NORMAL
A07AA11,A07EC02,0.336687465,0.044407033,2.552713849,693,0.292,1,A09AA02,A10AB05,8400,1.101765513,2.939508331,1.799624657,0.0189,0.055172915,101983,1.817013547,2.342617628,2.063145163,5.49E-29,2.18E-28,1,"multienzymes (lipase, protease etc.) / insulin aspart",++ -,NORMAL
A07EA06,A03CA02,0.009021419,2.97E-26,2.74E+21,51,0.8645,1,A09AA02,A07DA03,8400,1.090749983,2.826083071,1.755719244,0.0205,0.058814637,5065,0.166086477,1.597975985,0.515172012,0.2508,0.306682537,0,"multienzymes (lipase, protease etc.) / loperamide",-+ -,NORMAL
A10AE05,A04AA01,0.013699908,1.79E-18,1.04726E+14,41,0.8182,1,A09AA02,A03CA02,8400,1.08938658,2.822548384,1.753523975,0.0208,0.059433786,45756,0.697515763,1.222132066,0.923285644,0.5769,0.626353256,0,"multienzymes (lipase, protease etc.) / clidinium and psycholeptics",-+ -,NORMAL
A09AA02,A10BB12,0.220372095,0.029136697,1.66675928,1007,0.143,1,A09AA02,A10AE04,8400,1.153965232,3.078919709,1.884931377,0.0113,0.035797577,190759,1.894890591,2.282581613,2.079721717,1.21E-53,6.52E-53,1,"multienzymes (lipase, protease etc.) / insulin glargine",++ -,NORMAL
A07DA03,A10BB01,0.006231022,4.06E-21,9.57359E+15,85,0.8121,1,A09AA02,A07EC01,8400,1.093228788,2.832521992,1.759714348,0.01997,0.057664453,156322,0.627183782,0.879810521,0.742834362,0.000575,0.000959008,0,"multienzymes (lipase, protease etc.) / sulfasalazine",-+ -,NORMAL
A01AC01,A07DA03,2.416207903,0.783860754,7.447828713,732,0.125,1,A09AA02,A10AC01,8400,0.854444727,2.537327896,1.472415173,0.163,0.32344947,458569,1.242388173,1.44322818,1.339048028,2.21E-14,5.93E-14,4,"multienzymes (lipase, protease etc.) / insulin (human)",++ +,LARGE_INCREASE
A03BA03,A10BB12,0.006641258,2.50E-28,1.76E+23,16,0.8667,1,A09AA02,A02BX02,8400,1.087109813,2.816640758,1.749856511,0.02123,0.060236202,16734,1.383260134,2.638165238,1.910305944,8.50E-05,0.00014918,0,"multienzymes (lipase, protease etc.) / sucralfate",++ -,NORMAL
A03BB01,A06AC01,0.011249838,1.42E-36,8.89E+31,9,0.9103,1,A09AA02,A07EC02,8400,1.08588489,2.813466971,1.7478848,0.0215,0.060710481,71045,0.920614072,1.383766685,1.128678467,0.2443,0.300232625,0,"multienzymes (lipase, protease etc.) / mesalazine",++ -,NORMAL
A10AB04,A10AE04,0.005073716,1.91E-28,1.35E+23,16,0.86,1,A09AA02,A07AA02,8400,1.08734278,2.8172444,1.750231516,0.0212,0.060156155,13145,1.818172261,3.438897366,2.50050151,1.73E-08,3.89E-08,0,"multienzymes (lipase, protease etc.) / nystatin",++ -,NORMAL
A01AB04,A07EC02,0.009123345,1.77E-61,4.71E+56,3,0.9457,1,A09AA02,A02BD03,8400,1.084771402,2.810576835,1.746090884,0.0217,0.061073639,6812,0.770834414,2.516435705,1.392750962,0.2724,0.329026006,0,"multienzymes (lipase, protease etc.) / lansoprazole, amoxicillin and metronidazole",++ -,NORMAL
A10AB01,A06AC51,2.102533313,0.602291915,7.339707248,694,0.244,1,A09AA02,A10BA02,8400,0.937026485,2.674832285,1.583157823,0.086,0.195196313,1658920,1.085441194,1.185814683,1.134518446,2.22E-08,4.94E-08,3,"multienzymes (lipase, protease etc.) / metformin",++ +,LARGE_INCREASE
A03CA05,A02BC03,0.005774724,2.11E-41,1.58E+36,7,0.909,1,A09AA02,A02BC04,8400,1.085909636,2.813528007,1.747923675,0.0215,0.060710481,12177,1.545665181,3.129410715,2.199322891,1.19E-05,2.22E-05,0,"multienzymes (lipase, protease etc.) / rabeprazole",++ -,NORMAL
A10AB06,A03FA01,1.737777629,0.395718196,7.631367782,444,0.464,1,A09AA02,A10BB12,8400,0.992871923,2.735332383,1.647978981,0.0533,0.132597821,756692,1.300474194,1.461144553,1.378470451,3.41E-27,1.29E-26,2,"multienzymes (lipase, protease etc.) / glimepiride",++ +,LARGE_INCREASE
A10AB06,A01AB09,0.006751672,8.79E-22,5.18329E+16,29,0.822,1,A09AA02,A01AB09,8400,1.088911142,2.821312379,1.752757394,0.0209,0.059623326,19813,1.390601425,2.531224463,1.876146142,3.82E-05,6.88E-05,0,"multienzymes (lipase, protease etc.) / miconazole",++ -,NORMAL
A06AD12,A02BC02,0.001046738,3.34E-26,3.2802E+19,151,0.795,1,A09AA02,A06AC51,8400,1.10567145,2.864781035,1.779749027,0.0176,0.052285156,47769,1.310292312,1.987581181,1.613788196,6.72E-06,1.28E-05,0,"multienzymes (lipase, protease etc.) / ispaghula, combinations",++ -,NORMAL
A02BD07,A06AD11,8.067102832,0.978350773,66.51821605,42,0.0524,0.883739753,A09AA02,A10AD04,8400,1.010818583,2.696638876,1.65100354,0.0452,0.115276501,7701,0.932999822,2.66327459,1.576335852,0.089,0.119869166,1,"multienzymes (lipase, protease etc.) / Insulin lispro ",++ +,LARGE_INCREASE
A10BB01,A06AD11,0.004963016,1.63E-23,1.51242E+18,67,0.8255,1,A09AA02,A10BB01,8400,1.091910683,2.829108896,1.757593306,0.0202,0.0581274,309487,0.839185623,1.040963184,0.934645033,0.2188,0.272722595,0,"multienzymes (lipase, protease etc.) / glibenclamide",-+ -,NORMAL
A08AX01,A10BB12,0.013261723,2.87E-27,6.13E+22,17,0.8814,1,A09AA02,A10BB07,8400,1.086249479,2.814414318,1.748472501,0.0214,0.060528002,86470,0.782723595,1.168945978,0.95653625,0.6641,0.712013835,0,"multienzymes (lipase, protease etc.) / glipizide",-+ -,NORMAL
A02BD02,A02BA02,0.003193269,4.27E-21,2.38821E+15,88,0.784,1,A09AA02,A02BA02,8400,1.09831788,2.845710582,1.767906902,0.019,0.055397551,109219,1.252689516,1.675999685,1.448967645,5.93E-07,1.19E-06,0,"multienzymes (lipase, protease etc.) / ranitidine",++ -,NORMAL
A02BD03,A10BB07,0.004069095,4.54E-20,3.64757E+14,36,0.7823,1,A09AA02,A04AA01,8400,1.089162903,2.821965601,1.753162926,0.0208,0.059433786,2258,1.55338073,6.228082658,3.110399265,0.00136,0.002215514,0,"multienzymes (lipase, protease etc.) / ondansetron",++ -,NORMAL
A10AB04,A02BA02,1.575893217,0.553093239,4.490091829,922,0.395,1,A09AA02,A02BC05,8400,0.807829382,2.507745985,1.423316862,0.222,0.41394237,524626,2.034288793,2.277973341,2.15268568,1.76E-155,1.70E-154,5,"multienzymes (lipase, protease etc.) / esomeprazole",++ +,NORMAL
A07EA06,A07EA02,0.000326713,1.39E-26,7.70324E+18,415,0.76,1,A09AA02,A02BC03,8400,1.160788413,3.007722002,1.868509794,0.0101,0.032386347,437068,1.723311547,1.966843643,1.84105523,3.19E-73,2.16E-72,0,"multienzymes (lipase, protease etc.) / lansoprazole",++ -,NORMAL
A02BC03,A06AD11,0.000363988,1.58E-28,8.37E+20,350,0.782,1,A09AA02,A06AC01,8400,1.13926361,2.95190315,1.833847278,0.0125,0.039257825,216101,1.511596831,1.83616377,1.665994999,8.12E-25,2.93E-24,0,"multienzymes (lipase, protease etc.) / ispaghula (psylla seeds)",++ -,NORMAL
A07EA02,A10AD05,1.195837775,0.156943514,9.111736763,232,0.863,1,A09AA02,A03FA01,8400,1.037173727,2.767014549,1.69407048,0.0352,0.092942879,72453,1.573893049,2.16144736,1.844420499,3.89E-14,1.04E-13,1,"multienzymes (lipase, protease etc.) / metoclopramide",++ +,NORMAL
A02BC03,A02BC01,0.000237605,2.30E-20,2.45681E+12,810,0.6574,1,A09AA02,A02BC02,8400,1.262470563,3.271421501,2.032258188,0.00351,0.012797358,770822,2.299215367,2.517749682,2.406002652,0,0,0,"multienzymes (lipase, protease etc.) / pantoprazole",++ -,NORMAL
A06AD12,A03CA02,0.987878919,0.130386878,7.484685349,268,0.991,1,A09AA02,A06AD11,8400,1.057684523,2.821775774,1.727584604,0.029,0.078066988,412188,1.799242189,2.055533349,1.923123065,1.43E-82,1.13E-81,1,"multienzymes (lipase, protease etc.) / lactulose",++ -,NORMAL
A04AA02,A10AC01,0.000262384,3.10E-26,2.22263E+18,432,0.749,1,A09AA02,A02BC01,8400,1.166742415,3.023153856,1.878095267,0.00946,0.030520284,334991,2.137571516,2.448011288,2.287531245,1.91E-126,1.75E-125,0,"multienzymes (lipase, protease etc.) / omeprazole",++ -,NORMAL
A09AA02,A07AA09,0.72483295,2.41E-46,2.18E+45,6,0.995,1,A07EB01,A10BB12,36,6.10E-21,8.28091E+16,0.022483086,0.862,0.918902286,756692,1.301627955,1.462302686,1.379628231,2.28E-27,8.74E-27,0,cromoglicic acid / glimepiride,-+ -,NORMAL
A03FA02,A01AB04,0.621769772,7.30E-55,5.29E+53,4,0.994,1,A07EB01,A06AC51,36,2.34E-20,2.10465E+16,0.022208164,0.857,0.916126293,47769,1.305847599,1.980834979,1.608312346,7.80E-06,1.48E-05,0,"cromoglicic acid / ispaghula, combinations",-+ -,NORMAL
A08AX01,A10AE04,0.69089238,8.12E-55,5.88E+53,4,0.995,1,A07EB01,A02BA02,36,2.35E-20,2.10665E+16,0.022229257,0.857,0.916126293,109219,1.251338135,1.674189115,1.447403429,6.39E-07,1.28E-06,0,cromoglicic acid / ranitidine,-+ -,NORMAL
A09AA02,A02BC05,0.463589559,7.46E-38,2.88E+36,11,0.986,1,A07EB01,A02BC05,36,1.05E-22,4.97336E+18,0.022822991,0.874,0.925575728,524626,2.038657645,2.282382384,2.157080503,7.07E-157,6.95E-156,0,cromoglicic acid / esomeprazole,-+ -,NORMAL
A07EC01,A06AC01,0.543860916,8.16E-44,3.63E+42,7,0.99,1,A07EB01,A02BC03,36,2.95E-21,1.72622E+17,0.022567322,0.864,0.919868628,437068,1.721113854,1.964331132,1.838705394,6.31E-73,4.21E-72,0,cromoglicic acid / lansoprazole,-+ -,NORMAL
A04AD12,A02BC02,0.002865471,3.16E-27,2.59E+21,49,0.8352,1,A02BB01,A02BA03,1902,0.449806643,4.33277808,1.396034514,0.5637,0.778174884,11889,1.408106312,2.957515292,2.040709668,0.000165,0.0002851,0,misoprostol / famotidine,++ -,NORMAL
A04AA02,A06AC51,0.017910951,9.79E-29,3.28E+24,15,0.896,1,A02BB01,A03FA02,1902,0.441415414,4.251782849,1.369964411,0.586,0.796713124,10497,0.500322822,1.632663199,0.903802334,0.737,0.777473347,0,misoprostol / cisapride,-+ -,NORMAL
A08AB01,A02BX02,0.007449862,1.44E-61,3.85E+56,3,0.943,1,A02BB01,A10AE05,1902,0.440405511,4.242009641,1.366822748,0.589,0.799241773,70496,1.88661872,2.534652672,2.186760888,2.84E-25,1.03E-24,0,misoprostol / insulin detemir,++ -,NORMAL
A09AA02,A05AA02,0.017586498,3.80E-33,8.14E+28,11,0.911,1,A02BB01,A03CA02,1902,0.440427279,4.242249251,1.36689513,0.589,0.799241773,45756,0.696870239,1.221000211,0.92243087,0.573,0.623331623,0,misoprostol / clidinium and psycholeptics,-+ -,NORMAL
A10AE05,A10AB05,0.002484416,4.87E-19,1.26717E+13,310,0.7452,1,A02BB01,A07EC01,1902,0.522295606,5.032548873,1.621258204,0.4031,0.615407096,156322,0.627927443,0.880853439,0.743715031,0.000605,0.001007645,0,misoprostol / sulfasalazine,-+ -,NORMAL
A02BC05,A06AD11,0.004349439,4.81E-27,3.93E+21,49,0.847,1,A02BB01,A10AC01,1902,0.452948987,4.363064654,1.405790068,0.556,0.770442642,458569,1.247654207,1.448751175,1.344448027,8.23E-15,2.27E-14,0,misoprostol / insulin (human),++ -,NORMAL
A10BD03,A10BB12,0.008511864,9.40E-39,7.71E+33,8,0.91,1,A02BB01,A02BX02,1902,0.440124996,4.239324874,1.36595492,0.589,0.799241773,16734,1.382226199,2.63619165,1.908877462,8.66E-05,0.000151735,0,misoprostol / sucralfate,++ -,NORMAL
A03FA02,A10BB12,0.005164038,2.71E-28,9.85E+22,44,0.859,1,A02BB01,A10BA02,1902,0.453164572,4.36516144,1.406462412,0.555,0.769553446,1658920,1.086343106,1.18673307,1.135429121,1.77E-08,3.97E-08,0,misoprostol / metformin,++ -,NORMAL
A06AC51,A06AD11,20.50952823,1.813448879,231.9562204,34,0.0146,0.412479642,A02BB01,A10BB12,1902,0.23363377,3.740624,0.934845489,0.924,0.9547773,756692,1.300549024,1.461158516,1.378516696,3.21E-27,1.21E-26,1,misoprostol / glimepiride,-+ +,NORMAL
A10AB04,A02BD07,0.008656837,1.87E-33,4.01E+28,11,0.895,1,A02BB01,A01AB09,1902,0.440868173,4.246495846,1.368263449,0.587,0.797557096,19813,1.388961335,2.528236832,1.873932551,3.95E-05,7.10E-05,0,misoprostol / miconazole,++ -,NORMAL
A09AA02,A03FA02,0.010129154,1.96E-61,5.24E+56,3,0.947,1,A02BB01,A06AC51,1902,0.439257179,4.23094663,1.363258479,0.592,0.801685363,47769,1.305865512,1.980862324,1.608334478,7.80E-06,1.48E-05,0,"misoprostol / ispaghula, combinations",++ -,NORMAL
A07EA06,A02BC02,0.004020482,2.46E-25,6.55868E+19,57,0.833,1,A02BB01,A02BA02,1902,0.452551715,4.359258749,1.404560437,0.557,0.771404766,109219,1.251993238,1.675066928,1.448161754,6.16E-07,1.23E-06,0,misoprostol / ranitidine,++ -,NORMAL
A08AA10,A06AC01,3.564924549,0.320691054,39.62906628,117,0.301,1,A02BB01,A02BC05,1902,0.24819346,3.974181722,0.99315956,0.992,0.994907472,524626,2.037425821,2.281099465,2.155822569,1.58E-156,1.54E-155,1,misoprostol / esomeprazole,-+ +,NORMAL
A10AB04,A10AD05,0.001104394,4.14E-26,2.94679E+19,152,0.796,1,A02BB01,A02BC03,1902,0.484395809,4.666488854,1.503471864,0.48,0.688698618,437068,1.721762581,1.965072664,1.839398973,5.16E-73,3.47E-72,0,misoprostol / lansoprazole,++ -,NORMAL
A07EA06,A10BD03,0.001238427,3.63E-28,4.23E+21,127,0.816,1,A02BB01,A06AC01,1902,0.472538678,4.552122938,1.466647249,0.507,0.720515007,216101,1.509603294,1.833740038,1.663796863,1.07E-24,3.85E-24,0,misoprostol / ispaghula (psylla seeds),++ -,NORMAL
A10BD03,A07EC01,22.18137264,1.932324392,254.6225127,24,0.0128,0.380934041,A02BB01,A03FA01,1902,0.22990639,3.680876177,0.919922255,0.906,0.944112025,72453,1.568925048,2.154621386,1.838597145,5.25E-14,1.39E-13,1,misoprostol / metoclopramide,-+ +,NORMAL
A10BB12,A04AA01,0.000860362,6.32E-29,1.17E+22,121,0.811,1,A02BB01,A02BC02,1902,0.491981829,4.739444471,1.526997236,0.464,0.67172832,770822,2.296368469,2.514625856,2.403020501,0,0,0,misoprostol / pantoprazole,++ -,NORMAL
A10AB05,A10BB07,0.008424476,5.21E-31,1.36E+26,13,0.885,1,A02BB01,A06AD11,1902,0.44902285,4.325073649,1.393577014,0.566,0.780080499,412188,1.799733786,2.055946271,1.923578947,1.02E-82,8.16E-82,0,misoprostol / lactulose,++ -,NORMAL
A10AE04,A02BC03,0.007091391,4.66E-30,1.08E+25,14,0.877,1,A02BB01,A02BC01,1902,0.450303578,4.337413208,1.397552392,0.562,0.776358924,334991,2.134249177,2.444201894,2.283973704,5.58E-126,5.05E-125,0,misoprostol / omeprazole,++ -,NORMAL
A02BA02,A06AC01,0.026890662,3.33E-18,2.1736E+14,41,0.847,1,A07EC03,A07EA02,1325,0.094461351,4.760711964,0.670599199,0.689,0.879845591,4945,0.585948175,2.581402695,1.229865114,0.584,0.63231328,0,olsalazine / hydrocortisone,-+ -,NORMAL
A01AB04,A02BD02,0.02937467,1.26E-31,6.86E+27,12,0.919,1,A07EC03,A10AB01,1325,0.092412442,4.656354983,0.655976473,0.673,0.87195536,49415,0.904076504,1.466158937,1.151312228,0.253,0.308946096,0,olsalazine / insulin (human),-+ -,NORMAL
A06AD12,A10BA02,0.016312627,1.11E-34,2.41E+30,10,0.913,1,A07EC03,A10AD05,1325,0.092718649,4.671708111,0.658144716,0.676,0.873778711,100627,1.828655375,2.357629805,2.076365193,1.80E-29,7.18E-29,0,olsalazine / insulin aspart,-+ -,NORMAL
A10AB04,A02BC02,0.045773874,1.37E-43,1.53E+40,6,0.9496,1,A07EC03,A07EC01,1325,0.091783008,4.624407024,0.651492124,0.6683,0.869784325,156322,0.626685132,0.879044012,0.742215476,0.000554,0.000925849,0,olsalazine / sulfasalazine,-- -,LARGE_REDUCTION
A07EC02,A02BA02,0.02494684,1.50E-23,4.15179E+19,23,0.882,1,A07EC03,A10AC01,1325,0.093862137,4.729841454,0.666298,0.685,0.877446007,458569,1.24751119,1.448583908,1.344293359,8.42E-15,2.31E-14,0,olsalazine / insulin (human),-+ -,NORMAL
A10AD05,A06AC01,0.010452891,1.37E-21,7.97605E+16,79,0.837,1,A07EC03,A07EC02,1325,0.097303242,4.911895692,0.691334488,0.712,0.891443852,71045,0.921225484,1.384692911,1.129431006,0.242,0.298295769,0,olsalazine / mesalazine,-+ -,NORMAL
A02BC04,A02BD02,0.01037299,3.03E-21,3.55096E+16,82,0.834,1,A07EC03,A10BA02,1325,0.098546279,4.974701657,0.700170221,0.722,0.895203734,1658920,1.086304288,1.186690241,1.135388347,1.79E-08,4.01E-08,0,olsalazine / metformin,-+ -,NORMAL
A04AD12,A09AA02,0.008584104,3.59E-22,2.05138E+17,75,0.834,1,A07EC03,A10BB12,1325,0.098286268,4.96151345,0.698318439,0.72,0.894691024,756692,1.3017239,1.462411424,1.379730373,2.22E-27,8.54E-27,0,olsalazine / glimepiride,-+ -,NORMAL
A10AB06,A07AA02,0.020827231,3.49E-23,1.24E+19,24,0.874,1,A07EC03,A06AC51,1325,0.09335748,4.704439426,0.662717596,0.681,0.876794883,47769,1.30636991,1.981627656,1.608955793,7.67E-06,1.45E-05,0,"olsalazine / ispaghula, combinations",-+ -,NORMAL
A10AD04,A02BC03,0.02352656,4.51E-61,1.23E+57,3,0.957,1,A07EC03,A02BA02,1325,0.091968591,4.633639826,0.652801138,0.67,0.870324922,109219,1.251300823,1.674139268,1.447360302,6.40E-07,1.28E-06,0,olsalazine / ranitidine,-+ -,NORMAL
A04AA02,A01AB09,0.015450981,8.03E-21,2.9724E+16,31,0.846,1,A07EC03,A02BC05,1325,0.096458594,4.861005703,0.684752348,0.705,0.889642228,524626,2.038696944,2.282426688,2.157122229,6.95E-157,6.84E-156,0,olsalazine / esomeprazole,-+ -,NORMAL
A01AC01,A07EC01,0.007275492,4.44E-27,1.19E+22,48,0.863,1,A07EC03,A06AC01,1325,0.095551728,4.823298994,0.678877421,0.699,0.886548152,216101,1.50895973,1.83295791,1.663087392,1.17E-24,4.19E-24,0,olsalazine / ispaghula (psylla seeds),-+ -,NORMAL
A07EC01,A02BC04,0.0184062,3.53E-61,9.61E+56,3,0.954,1,A07EC03,A03FA01,1325,0.092024514,4.636456951,0.653198054,0.67,0.870324922,72453,1.579455031,2.166878812,1.849996659,2.42E-14,6.46E-14,0,olsalazine / metoclopramide,-+ -,NORMAL
A03CA02,A10BB12,0.005039998,1.71E-27,1.49E+22,47,0.854,1,A07EC03,A02BC02,1325,0.099741431,5.034812988,0.708646211,0.731,0.896892657,770822,2.29599775,2.514219006,2.402632136,0,0,0,olsalazine / pantoprazole,-+ -,NORMAL
A02BX02,A02BC04,0.017367456,1.01E-21,2.99546E+17,28,0.858,1,A07EC03,A06AD11,1325,0.095221441,4.798537081,0.675961253,0.695,0.884519964,412188,1.799697006,2.055903826,1.923539435,1.03E-82,8.23E-82,0,olsalazine / lactulose,-+ -,NORMAL
A10AB04,A01AB09,0.014864875,5.33E-41,4.14E+36,7,0.926,1,A07EC03,A02BC01,1325,0.093928656,4.732565896,0.666725995,0.685,0.877446007,334991,2.134080755,2.444008494,2.283793224,5.88E-126,5.29E-125,0,olsalazine / omeprazole,-+ -,NORMAL
A02BX02,A02BC01,0.015567793,3.00E-61,8.07E+56,3,0.9519,1,A06AD12,A10AB04,1609,0.26821191,4.295714484,1.073387994,0.9203,0.952797389,37011,1.023801137,1.722439253,1.327944,0.0326,0.047081945,0,lactitol / insulin lispro,++ -,NORMAL
A10BA02,A10BB12,0.019757879,9.99E-19,3.90571E+14,39,0.838,1,A06AD12,A02BA04,1609,0.274208266,4.391964013,1.097411881,0.895,0.937604894,16040,0.652141353,1.604259613,1.022841159,0.922,0.937641917,0,lactitol / nizatidine,++ -,NORMAL
A06AC51,A02BC03,0.02278522,1.56E-34,3.33E+30,10,0.92,1,A06AD12,A03FA02,1609,0.269216315,4.31184046,1.077412548,0.916,0.950197158,10497,0.500070372,1.631838491,0.903346047,0.736,0.776905564,0,lactitol / cisapride,-+ -,NORMAL
A10AD05,A07DA03,0.017866478,3.84E-33,8.30E+28,11,0.911,1,A06AD12,A10AB01,1609,0.26949462,4.31630476,1.078527195,0.915,0.94971611,49415,0.9040833,1.466169988,1.151320894,0.253,0.308946096,0,lactitol / insulin (human),++ -,NORMAL
A07DA03,A01AB09,0.009755069,6.16E-20,1.54471E+15,35,0.819,1,A06AD12,A10AD05,1609,0.274927762,4.403469025,1.100289,0.893,0.936102287,100627,1.829164457,2.35828645,2.076943368,1.72E-29,6.88E-29,0,lactitol / insulin aspart,++ -,NORMAL
A10AB05,A03CA02,0.018035576,2.30E-21,1.41135E+17,29,0.856,1,A06AD12,A10AD01,1609,0.272553126,4.365396,1.090780604,0.902,0.941751999,51230,0.887109878,1.433446457,1.127663297,0.326,0.379540009,0,lactitol / insulin (human),++ -,NORMAL
A03FA02,A06AC51,0.022314901,1.53E-34,3.25E+30,10,0.92,1,A06AD12,A03CA02,1609,0.26918348,4.311315349,1.077281239,0.916,0.950197158,45756,0.696835884,1.220939975,0.922385379,0.572,0.622485279,0,lactitol / clidinium and psycholeptics,-+ -,NORMAL
A02BA03,A01AB04,0.015080439,5.35E-20,4.25371E+15,34,0.838,1,A06AD12,A10AC01,1609,0.275404628,4.411111181,1.102198001,0.891,0.934947516,458569,1.247577594,1.448661154,1.344364979,8.33E-15,2.29E-14,0,lactitol / insulin (human),++ -,NORMAL
A04AD12,A10BA02,0.018136351,8.34E-26,3.95E+21,19,0.884,1,A06AD12,A07EC02,1609,0.270872283,4.338416797,1.084046522,0.909,0.945763992,71045,0.920471845,1.383552289,1.128503845,0.245,0.300660969,0,lactitol / mesalazine,++ -,NORMAL
A08AA10,A02BC01,0.008266682,2.72E-48,2.51E+43,5,0.928,1,A06AD12,A07AA02,1609,0.268643268,4.302634249,1.075115681,0.918,0.951509154,13145,1.816108769,3.434990746,2.49766227,1.80E-08,4.03E-08,0,lactitol / nystatin,++ -,NORMAL
